央视频道,#genre#
湖北卫视,http://221.7.175.154:8445/tsfile/live/0132_1.m3u8?key=txiptv
湖北卫视,http://58.19.13.92:9901/tsfile/live/1015_1.m3u8?key=txiptv
湖北卫视,http://61.169.37.218:9901/tsfile/live/24327_1.m3u8?key=txiptv
湖北卫视,https://tv.smart-chat.net/migu.php?id=hubws
江西卫视,http://219.156.52.203:4000/rtp/225.1.4.139:1305
江西卫视,http://119.126.159.38:4000/rtp/239.77.1.219:5146
江西卫视,http://183.166.125.67:8888/rtp/238.1.78.26:6136
江西卫视,http://113.57.109.36:9901/tsfile/live/1003_1.m3u8?key=txiptv
江西卫视,http://221.7.175.154:8445/tsfile/live/0010_1.m3u8?key=txiptv
江西卫视,http://58.19.13.92:9901/tsfile/live/1029_1.m3u8?key=txiptv
吉林卫视,http://219.156.52.203:4000/rtp/225.1.4.174:1309
吉林卫视,http://117.82.67.26:8880/rtp/239.49.8.187:6000
吉林卫视,http://117.82.67.26:8880/rtp/239.49.8.113:8000
吉林卫视,http://119.126.159.38:4000/rtp/239.77.1.111:5146
吉林卫视,http://183.166.125.67:8888/rtp/238.1.79.48:4496
吉林卫视,http://123.117.162.215:58888/rtp/239.3.1.240:8172
吉林卫视,http://221.7.175.154:8445/tsfile/live/1014_1.m3u8?key=txiptv
山西卫视,http://221.7.175.154:8445/tsfile/live/0118_1.m3u8?key=txiptv
陕西卫视,http://504099760.qicp.vip:9901/tsfile/live/0136_1.m3u8?key=txiptv
陕西卫视,http://221.7.175.154:8445/tsfile/live/0136_1.m3u8?key=txiptv
四川卫视,http://219.156.52.203:4000/rtp/225.1.4.151:1306
四川卫视,http://117.82.67.26:8880/rtp/239.49.8.184:6000
四川卫视,http://117.82.67.26:8880/rtp/239.49.8.110:8000
四川卫视,http://119.126.159.38:4000/rtp/239.77.0.159:5146
四川卫视,http://504099760.qicp.vip:9901/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://113.57.109.36:9901/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://221.7.175.154:8445/tsfile/live/0123_1.m3u8?key=txiptv
云南卫视,http://219.156.52.203:4000/rtp/225.1.4.152:1307
云南卫视,http://119.126.159.38:4000/rtp/239.253.43.37:5146
云南卫视,http://504099760.qicp.vip:9901/tsfile/live/0119_1.m3u8?key=txiptv
青海卫视,http://504099760.qicp.vip:9901/tsfile/live/0140_1.m3u8?key=txiptv
西藏卫视,http://221.7.175.154:8445/tsfile/live/1017_1.m3u8?key=txiptv
兵团卫视,http://221.7.175.154:8445/tsfile/live/0115_1.m3u8?key=txiptv
哈哈炫动,http://61.169.37.218:9901/tsfile/live/24348_1.m3u8?key=txiptv
金鹰卡通,http://119.126.159.38:4000/rtp/239.77.0.164:5146
金鹰卡通,http://171.120.102.8:8084/rtp/226.0.2.172:9288
金鹰卡通,http://504099760.qicp.vip:9901/tsfile/live/1046_1.m3u8?key=txiptv
金鹰卡通,http://221.7.175.154:8445/tsfile/live/1016_1.m3u8?key=txiptv
影视频道,#genre#
广西影视,http://221.7.175.154:8445/tsfile/live/1024_1.m3u8?key=txiptv
数字频道,#genre#
中国教育1,http://119.126.159.38:4000/rtp/239.77.1.222:5146
梨园频道,http://119.126.159.38:4000/rtp/239.77.1.100:5146
梨园频道,http://504099760.qicp.vip:9901/tsfile/live/1061_1.m3u8?key=txiptv
国学频道,http://219.156.52.203:4000/rtp/225.1.4.196:1311
中华特产,http://219.156.52.203:4000/rtp/225.1.5.19:1330
欢笑剧场,https://tv.smart-chat.net/migu.php?id=hxjc
武术世界,http://504099760.qicp.vip:9901/tsfile/live/1062_1.m3u8?key=txiptv
四海钓鱼,https://tv.smart-chat.net/migu.php?id=shdy
港澳频道,#genre#
凤凰资讯,http://221.7.175.154:8445/tsfile/live/1021_1.m3u8?key=txiptv
电影频道,#genre#
CHC家庭影院,https://tv.smart-chat.net/migu.php?id=chcjtyy
CHC动作电影,http://219.156.52.203:4000/rtp/225.1.4.208:1261
CHC动作电影,http://171.120.102.8:8084/rtp/226.0.2.94:8012
CHC高清电影,http://175.0.24.23:8888/rtp/239.1.0.150:1025
CHC高清电影,http://119.126.159.38:4000/rtp/239.77.0.27:5146
明星频道,#genre#
刘德华,http://tx-screenshots.flv.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.flv
成龙,http://tx-screenshots.flv.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.flv
周星驰,http://tx-screenshots.flv.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.flv
李连杰,http://tx-screenshots.flv.huya.com/src/1394565196-1394565196-5989611908959830016-2789253848-10057-A-0-1.flv
林正英,http://tx-screenshots.flv.huya.com/src/1394575543-1394575543-5989656348986441728-2789274542-10057-A-0-1.flv
洪金宝,http://tx-screenshots.flv.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.flv
周润发,http://tx-screenshots.flv.huya.com/src/1394565192-1394565192-5989611891779960832-2789253840-10057-A-0-1.flv
甄子丹,http://tx-screenshots.flv.huya.com/src/1423787820-1423787820-6115122123343134720-2847699096-10057-A-0-1.flv
